,Unnamed: 0,time,event
0,0,0.0,3.0
1,1,2.3148148148148147e-14,3.0
2,2,2.3148148148148147e-14,0.0
3,3,8.101851851851852e-14,1.0
4,4,9.259259259259259e-14,2.0
5,5,1.0416666666666666e-13,0.0
6,6,1.1574074074074073e-13,1.0
7,7,1.1574074074074073e-13,1.0
8,8,1.1574074074074073e-13,4.0
9,9,1.1574074074074073e-13,0.0
10,10,1.1574074074074073e-13,0.0
11,11,1.2731481481481483e-13,1.0
12,12,1.388888888888889e-13,1.0
13,13,1.736111111111111e-13,4.0
14,14,1.8518518518518518e-13,0.0
15,15,1.8518518518518518e-13,1.0
16,16,2.0833333333333332e-13,4.0
17,17,2.0833333333333332e-13,2.0
18,18,2.0833333333333332e-13,2.0
19,19,2.0833333333333332e-13,4.0
20,20,2.0833333333333332e-13,2.0
21,21,2.0833333333333332e-13,4.0
22,22,2.0833333333333332e-13,2.0
23,23,2.0833333333333332e-13,4.0
24,24,2.1990740740740742e-13,0.0
25,25,2.1990740740740742e-13,4.0
26,26,2.1990740740740742e-13,2.0
27,27,2.1990740740740742e-13,4.0
28,28,2.1990740740740742e-13,2.0
29,29,2.1990740740740742e-13,2.0
30,30,2.1990740740740742e-13,4.0
31,31,2.1990740740740742e-13,2.0
32,32,2.1990740740740742e-13,4.0
33,33,2.1990740740740742e-13,0.0
34,34,2.1990740740740742e-13,0.0
35,35,2.1990740740740742e-13,4.0
36,36,2.1990740740740742e-13,0.0
37,37,2.1990740740740742e-13,2.0
38,38,2.1990740740740742e-13,4.0
39,39,2.1990740740740742e-13,2.0
40,40,2.1990740740740742e-13,2.0
41,41,2.1990740740740742e-13,2.0
42,42,2.1990740740740742e-13,0.0
43,43,2.1990740740740742e-13,4.0
44,44,2.1990740740740742e-13,4.0
45,45,2.1990740740740742e-13,2.0
46,46,2.1990740740740742e-13,0.0
47,47,2.1990740740740742e-13,4.0
48,48,2.1990740740740742e-13,0.0
49,49,2.3148148148148146e-13,4.0
