,Unnamed: 0,time,event
0,0,0.0,0.0
1,1,0.0,2.0
2,2,0.0,1.0
3,3,0.0,2.0
4,4,1.1574074074074074e-14,0.0
5,5,1.1574074074074074e-14,4.0
6,6,1.1574074074074074e-14,0.0
7,7,1.1574074074074074e-14,4.0
8,8,1.1574074074074074e-14,1.0
9,9,2.3148148148148147e-14,2.0
10,10,2.3148148148148147e-14,4.0
11,11,3.4722222222222224e-14,4.0
12,12,3.4722222222222224e-14,0.0
13,13,3.4722222222222224e-14,2.0
14,14,3.4722222222222224e-14,1.0
15,15,3.4722222222222224e-14,4.0
16,16,3.4722222222222224e-14,0.0
17,17,3.4722222222222224e-14,2.0
18,18,4.6296296296296295e-14,4.0
19,19,4.6296296296296295e-14,2.0
20,20,4.6296296296296295e-14,2.0
21,21,4.6296296296296295e-14,4.0
22,22,4.6296296296296295e-14,4.0
23,23,4.6296296296296295e-14,1.0
24,24,4.6296296296296295e-14,0.0
25,25,4.6296296296296295e-14,1.0
26,26,4.6296296296296295e-14,1.0
27,27,4.6296296296296295e-14,3.0
28,28,4.6296296296296295e-14,0.0
29,29,4.6296296296296295e-14,4.0
30,30,5.787037037037037e-14,4.0
31,31,5.787037037037037e-14,3.0
32,32,5.787037037037037e-14,1.0
33,33,5.787037037037037e-14,0.0
34,34,5.787037037037037e-14,0.0
35,35,5.787037037037037e-14,2.0
36,36,5.787037037037037e-14,1.0
37,37,5.787037037037037e-14,0.0
38,38,6.944444444444445e-14,2.0
39,39,6.944444444444445e-14,1.0
40,40,6.944444444444445e-14,4.0
41,41,6.944444444444445e-14,4.0
42,42,6.944444444444445e-14,4.0
43,43,6.944444444444445e-14,0.0
44,44,6.944444444444445e-14,0.0
45,45,6.944444444444445e-14,1.0
46,46,6.944444444444445e-14,1.0
47,47,8.101851851851852e-14,3.0
48,48,8.101851851851852e-14,2.0
49,49,8.101851851851852e-14,2.0
50,50,8.101851851851852e-14,3.0
51,51,8.101851851851852e-14,3.0
52,52,8.101851851851852e-14,3.0
53,53,8.101851851851852e-14,4.0
54,54,8.101851851851852e-14,2.0
55,55,8.101851851851852e-14,0.0
56,56,9.259259259259259e-14,4.0
57,57,9.259259259259259e-14,4.0
58,58,9.259259259259259e-14,1.0
59,59,9.259259259259259e-14,4.0
60,60,1.0416666666666666e-13,2.0
61,61,1.0416666666666666e-13,4.0
62,62,1.0416666666666666e-13,3.0
63,63,1.0416666666666666e-13,4.0
64,64,1.0416666666666666e-13,1.0
65,65,1.0416666666666666e-13,0.0
66,66,1.0416666666666666e-13,2.0
67,67,1.0416666666666666e-13,0.0
68,68,1.0416666666666666e-13,4.0
69,69,1.0416666666666666e-13,2.0
70,70,1.0416666666666666e-13,3.0
71,71,1.0416666666666666e-13,0.0
72,72,1.0416666666666666e-13,1.0
73,73,1.0416666666666666e-13,4.0
74,74,1.0416666666666666e-13,3.0
75,75,1.0416666666666666e-13,0.0
76,76,1.0416666666666666e-13,2.0
77,77,1.0416666666666666e-13,1.0
78,78,1.1574074074074073e-13,4.0
79,79,1.1574074074074073e-13,2.0
80,80,1.1574074074074073e-13,4.0
81,81,1.1574074074074073e-13,3.0
82,82,1.1574074074074073e-13,0.0
83,83,1.1574074074074073e-13,2.0
84,84,1.1574074074074073e-13,3.0
85,85,1.1574074074074073e-13,0.0
86,86,1.1574074074074073e-13,4.0
87,87,1.1574074074074073e-13,4.0
88,88,1.1574074074074073e-13,2.0
89,89,1.1574074074074073e-13,2.0
90,90,1.1574074074074073e-13,1.0
91,91,1.2731481481481483e-13,3.0
92,92,1.2731481481481483e-13,2.0
93,93,1.2731481481481483e-13,0.0
94,94,1.2731481481481483e-13,1.0
95,95,1.2731481481481483e-13,0.0
96,96,1.2731481481481483e-13,0.0
97,97,1.2731481481481483e-13,4.0
98,98,1.2731481481481483e-13,2.0
99,99,1.2731481481481483e-13,2.0
100,100,1.2731481481481483e-13,1.0
101,101,1.2731481481481483e-13,3.0
102,102,1.2731481481481483e-13,1.0
103,103,1.2731481481481483e-13,2.0
104,104,1.388888888888889e-13,2.0
105,105,1.388888888888889e-13,0.0
106,106,1.388888888888889e-13,4.0
107,107,1.388888888888889e-13,1.0
108,108,1.388888888888889e-13,3.0
109,109,1.388888888888889e-13,2.0
110,110,1.388888888888889e-13,1.0
111,111,1.388888888888889e-13,1.0
112,112,1.388888888888889e-13,1.0
113,113,1.388888888888889e-13,0.0
114,114,1.388888888888889e-13,3.0
115,115,1.388888888888889e-13,2.0
116,116,1.388888888888889e-13,3.0
117,117,1.388888888888889e-13,1.0
118,118,1.388888888888889e-13,3.0
119,119,1.388888888888889e-13,0.0
120,120,1.388888888888889e-13,1.0
121,121,1.388888888888889e-13,0.0
122,122,1.388888888888889e-13,0.0
123,123,1.388888888888889e-13,3.0
124,124,1.388888888888889e-13,1.0
125,125,1.388888888888889e-13,4.0
126,126,1.388888888888889e-13,4.0
127,127,1.388888888888889e-13,1.0
128,128,1.5046296296296297e-13,0.0
129,129,1.5046296296296297e-13,3.0
130,130,1.5046296296296297e-13,0.0
131,131,1.5046296296296297e-13,2.0
132,132,1.5046296296296297e-13,4.0
133,133,1.5046296296296297e-13,4.0
134,134,1.5046296296296297e-13,0.0
135,135,1.5046296296296297e-13,1.0
136,136,1.5046296296296297e-13,4.0
137,137,1.5046296296296297e-13,1.0
138,138,1.5046296296296297e-13,0.0
139,139,1.5046296296296297e-13,2.0
140,140,1.5046296296296297e-13,4.0
141,141,1.5046296296296297e-13,1.0
142,142,1.5046296296296297e-13,2.0
143,143,1.5046296296296297e-13,0.0
144,144,1.5046296296296297e-13,4.0
145,145,1.5046296296296297e-13,3.0
146,146,1.5046296296296297e-13,1.0
147,147,1.5046296296296297e-13,4.0
148,148,1.5046296296296297e-13,0.0
149,149,1.5046296296296297e-13,1.0
150,150,1.5046296296296297e-13,0.0
151,151,1.5046296296296297e-13,3.0
152,152,1.5046296296296297e-13,2.0
153,153,1.6203703703703704e-13,4.0
154,154,1.6203703703703704e-13,1.0
155,155,1.6203703703703704e-13,4.0
156,156,1.6203703703703704e-13,2.0
157,157,1.6203703703703704e-13,0.0
158,158,1.6203703703703704e-13,1.0
159,159,1.6203703703703704e-13,0.0
160,160,1.6203703703703704e-13,1.0
161,161,1.6203703703703704e-13,2.0
162,162,1.6203703703703704e-13,4.0
163,163,1.6203703703703704e-13,1.0
164,164,1.6203703703703704e-13,4.0
165,165,1.6203703703703704e-13,0.0
166,166,1.6203703703703704e-13,2.0
167,167,1.6203703703703704e-13,1.0
168,168,1.6203703703703704e-13,1.0
169,169,1.6203703703703704e-13,1.0
170,170,1.6203703703703704e-13,3.0
171,171,1.6203703703703704e-13,3.0
172,172,1.6203703703703704e-13,1.0
173,173,1.6203703703703704e-13,2.0
174,174,1.6203703703703704e-13,3.0
175,175,1.6203703703703704e-13,1.0
176,176,1.6203703703703704e-13,1.0
177,177,1.6203703703703704e-13,3.0
178,178,1.6203703703703704e-13,2.0
179,179,1.736111111111111e-13,3.0
180,180,1.736111111111111e-13,3.0
181,181,1.736111111111111e-13,2.0
182,182,1.736111111111111e-13,1.0
183,183,1.736111111111111e-13,1.0
184,184,1.736111111111111e-13,3.0
185,185,1.736111111111111e-13,2.0
186,186,1.736111111111111e-13,1.0
187,187,1.736111111111111e-13,2.0
188,188,1.736111111111111e-13,3.0
189,189,1.736111111111111e-13,0.0
190,190,1.736111111111111e-13,0.0
191,191,1.736111111111111e-13,1.0
192,192,1.736111111111111e-13,1.0
193,193,1.736111111111111e-13,0.0
194,194,1.736111111111111e-13,4.0
195,195,1.736111111111111e-13,2.0
196,196,1.736111111111111e-13,0.0
197,197,1.736111111111111e-13,1.0
198,198,1.736111111111111e-13,2.0
199,199,1.736111111111111e-13,2.0
200,200,1.736111111111111e-13,2.0
201,201,1.736111111111111e-13,4.0
202,202,1.736111111111111e-13,2.0
203,203,1.736111111111111e-13,1.0
204,204,1.736111111111111e-13,4.0
205,205,1.736111111111111e-13,3.0
206,206,1.736111111111111e-13,2.0
207,207,1.736111111111111e-13,3.0
208,208,1.736111111111111e-13,1.0
209,209,1.736111111111111e-13,2.0
210,210,1.736111111111111e-13,3.0
211,211,1.736111111111111e-13,4.0
212,212,1.736111111111111e-13,2.0
213,213,1.736111111111111e-13,1.0
214,214,1.736111111111111e-13,2.0
215,215,1.736111111111111e-13,1.0
216,216,1.736111111111111e-13,2.0
217,217,1.736111111111111e-13,0.0
218,218,1.736111111111111e-13,3.0
219,219,1.736111111111111e-13,4.0
220,220,1.736111111111111e-13,0.0
221,221,1.736111111111111e-13,3.0
222,222,1.736111111111111e-13,1.0
223,223,1.736111111111111e-13,4.0
224,224,1.736111111111111e-13,1.0
225,225,1.736111111111111e-13,0.0
226,226,1.736111111111111e-13,0.0
227,227,1.736111111111111e-13,1.0
228,228,1.736111111111111e-13,0.0
229,229,1.736111111111111e-13,2.0
230,230,1.736111111111111e-13,0.0
231,231,1.736111111111111e-13,1.0
232,232,1.736111111111111e-13,2.0
233,233,1.736111111111111e-13,1.0
234,234,1.736111111111111e-13,0.0
235,235,1.736111111111111e-13,4.0
236,236,1.736111111111111e-13,3.0
237,237,1.736111111111111e-13,3.0
238,238,1.736111111111111e-13,4.0
239,239,1.736111111111111e-13,3.0
240,240,1.736111111111111e-13,2.0
241,241,1.736111111111111e-13,1.0
242,242,1.736111111111111e-13,0.0
243,243,1.736111111111111e-13,2.0
244,244,1.736111111111111e-13,3.0
245,245,1.736111111111111e-13,3.0
246,246,1.736111111111111e-13,1.0
247,247,1.736111111111111e-13,2.0
248,248,1.736111111111111e-13,4.0
249,249,1.736111111111111e-13,1.0
250,250,1.736111111111111e-13,1.0
251,251,1.736111111111111e-13,0.0
252,252,1.736111111111111e-13,0.0
253,253,1.8518518518518518e-13,3.0
254,254,1.8518518518518518e-13,1.0
255,255,1.8518518518518518e-13,1.0
256,256,1.8518518518518518e-13,2.0
257,257,1.8518518518518518e-13,4.0
258,258,1.8518518518518518e-13,0.0
259,259,1.8518518518518518e-13,3.0
260,260,1.8518518518518518e-13,2.0
261,261,1.8518518518518518e-13,2.0
262,262,1.8518518518518518e-13,0.0
263,263,1.8518518518518518e-13,0.0
264,264,1.8518518518518518e-13,2.0
265,265,1.8518518518518518e-13,2.0
266,266,1.8518518518518518e-13,4.0
267,267,1.8518518518518518e-13,2.0
268,268,1.8518518518518518e-13,0.0
269,269,1.8518518518518518e-13,1.0
270,270,1.8518518518518518e-13,0.0
271,271,1.8518518518518518e-13,0.0
272,272,1.8518518518518518e-13,1.0
273,273,1.8518518518518518e-13,1.0
274,274,1.8518518518518518e-13,4.0
275,275,1.8518518518518518e-13,0.0
276,276,1.8518518518518518e-13,0.0
277,277,1.8518518518518518e-13,2.0
278,278,1.8518518518518518e-13,3.0
279,279,1.8518518518518518e-13,1.0
280,280,1.8518518518518518e-13,4.0
281,281,1.8518518518518518e-13,1.0
282,282,1.8518518518518518e-13,2.0
283,283,1.8518518518518518e-13,2.0
284,284,1.8518518518518518e-13,0.0
285,285,1.8518518518518518e-13,0.0
286,286,1.8518518518518518e-13,0.0
287,287,1.8518518518518518e-13,1.0
288,288,1.8518518518518518e-13,1.0
289,289,1.8518518518518518e-13,4.0
290,290,1.8518518518518518e-13,4.0
291,291,1.8518518518518518e-13,0.0
292,292,1.8518518518518518e-13,1.0
293,293,1.8518518518518518e-13,0.0
