,Unnamed: 0,time,event
0,0,0.0,2.0
1,1,0.0,3.0
2,2,0.0,2.0
3,3,0.0,3.0
4,4,0.0,1.0
5,5,0.0,3.0
6,6,0.0,3.0
7,7,1.1574074074074074e-14,1.0
8,8,1.1574074074074074e-14,3.0
9,9,1.1574074074074074e-14,3.0
10,10,1.1574074074074074e-14,3.0
11,11,1.1574074074074074e-14,3.0
12,12,1.1574074074074074e-14,1.0
13,13,1.1574074074074074e-14,1.0
14,14,1.1574074074074074e-14,1.0
15,15,1.1574074074074074e-14,1.0
16,16,1.1574074074074074e-14,3.0
17,17,1.1574074074074074e-14,3.0
18,18,1.1574074074074074e-14,3.0
19,19,1.1574074074074074e-14,3.0
20,20,1.1574074074074074e-14,1.0
21,21,1.1574074074074074e-14,1.0
22,22,1.1574074074074074e-14,1.0
23,23,1.1574074074074074e-14,1.0
24,24,1.1574074074074074e-14,1.0
25,25,1.1574074074074074e-14,3.0
26,26,1.1574074074074074e-14,1.0
27,27,2.3148148148148147e-14,3.0
28,28,2.3148148148148147e-14,1.0
29,29,2.3148148148148147e-14,1.0
30,30,2.3148148148148147e-14,3.0
31,31,2.3148148148148147e-14,1.0
32,32,2.3148148148148147e-14,1.0
33,33,2.3148148148148147e-14,1.0
34,34,2.3148148148148147e-14,0.0
35,35,2.3148148148148147e-14,1.0
36,36,2.3148148148148147e-14,3.0
37,37,3.4722222222222224e-14,1.0
38,38,3.4722222222222224e-14,1.0
39,39,3.4722222222222224e-14,1.0
40,40,3.4722222222222224e-14,3.0
41,41,3.4722222222222224e-14,1.0
42,42,4.6296296296296295e-14,0.0
43,43,4.6296296296296295e-14,3.0
44,44,1.388888888888889e-13,1.0
45,45,1.9675925925925925e-13,1.0
46,46,1.9675925925925925e-13,0.0
47,47,2.1990740740740742e-13,4.0
48,48,2.3148148148148146e-13,4.0
49,49,2.4305555555555556e-13,4.0
