,Unnamed: 0,time,event
0,0,0.0,0.0
1,1,1.1574074074074074e-14,4.0
2,2,1.1574074074074074e-14,4.0
3,3,2.3148148148148147e-14,2.0
4,4,2.3148148148148147e-14,4.0
5,5,1.0416666666666666e-13,4.0
6,6,1.1574074074074073e-13,2.0
7,7,1.1574074074074073e-13,4.0
8,8,1.1574074074074073e-13,3.0
9,9,1.1574074074074073e-13,1.0
10,10,1.1574074074074073e-13,3.0
11,11,1.1574074074074073e-13,3.0
12,12,1.1574074074074073e-13,1.0
13,13,1.1574074074074073e-13,1.0
14,14,1.1574074074074073e-13,1.0
15,15,1.1574074074074073e-13,3.0
16,16,1.1574074074074073e-13,3.0
17,17,1.1574074074074073e-13,1.0
18,18,1.1574074074074073e-13,3.0
19,19,1.1574074074074073e-13,3.0
20,20,1.1574074074074073e-13,1.0
21,21,1.1574074074074073e-13,3.0
22,22,1.1574074074074073e-13,1.0
23,23,1.1574074074074073e-13,2.0
24,24,1.1574074074074073e-13,1.0
25,25,1.1574074074074073e-13,1.0
26,26,1.1574074074074073e-13,1.0
27,27,1.1574074074074073e-13,1.0
28,28,1.2731481481481483e-13,1.0
29,29,1.2731481481481483e-13,1.0
30,30,1.2731481481481483e-13,1.0
31,31,1.2731481481481483e-13,1.0
32,32,1.2731481481481483e-13,0.0
33,33,1.2731481481481483e-13,1.0
34,34,1.388888888888889e-13,3.0
35,35,1.388888888888889e-13,3.0
36,36,1.388888888888889e-13,3.0
37,37,1.6203703703703704e-13,1.0
38,38,1.736111111111111e-13,2.0
39,39,1.736111111111111e-13,3.0
40,40,1.736111111111111e-13,3.0
41,41,1.736111111111111e-13,3.0
42,42,1.736111111111111e-13,3.0
43,43,1.736111111111111e-13,1.0
44,44,1.8518518518518518e-13,1.0
45,45,1.8518518518518518e-13,1.0
46,46,1.8518518518518518e-13,3.0
47,47,1.8518518518518518e-13,1.0
48,48,1.8518518518518518e-13,1.0
49,49,1.9675925925925925e-13,3.0
