,Unnamed: 0,time,event
0,0,0.0,1.0
1,1,0.0,4.0
2,2,0.0,3.0
3,3,0.0,0.0
4,4,0.0,0.0
5,5,1.1574074074074074e-14,0.0
6,6,1.1574074074074074e-14,4.0
7,7,1.1574074074074074e-14,3.0
8,8,1.1574074074074074e-14,3.0
9,9,1.1574074074074074e-14,2.0
10,10,1.1574074074074074e-14,0.0
11,11,1.1574074074074074e-14,0.0
12,12,1.1574074074074074e-14,3.0
13,13,1.1574074074074074e-14,0.0
14,14,1.1574074074074074e-14,3.0
15,15,1.1574074074074074e-14,4.0
16,16,1.1574074074074074e-14,2.0
17,17,1.1574074074074074e-14,1.0
18,18,1.1574074074074074e-14,3.0
19,19,1.1574074074074074e-14,1.0
20,20,1.1574074074074074e-14,2.0
21,21,1.1574074074074074e-14,1.0
22,22,1.1574074074074074e-14,2.0
23,23,2.3148148148148147e-14,0.0
24,24,2.3148148148148147e-14,1.0
25,25,2.3148148148148147e-14,3.0
26,26,2.3148148148148147e-14,3.0
27,27,2.3148148148148147e-14,2.0
28,28,2.3148148148148147e-14,0.0
29,29,2.3148148148148147e-14,2.0
30,30,2.3148148148148147e-14,3.0
31,31,2.3148148148148147e-14,3.0
32,32,2.3148148148148147e-14,3.0
33,33,2.3148148148148147e-14,2.0
34,34,2.3148148148148147e-14,4.0
35,35,2.3148148148148147e-14,1.0
36,36,2.3148148148148147e-14,4.0
37,37,2.3148148148148147e-14,1.0
38,38,2.3148148148148147e-14,2.0
39,39,3.4722222222222224e-14,1.0
40,40,3.4722222222222224e-14,2.0
41,41,3.4722222222222224e-14,3.0
42,42,3.4722222222222224e-14,0.0
43,43,3.4722222222222224e-14,0.0
44,44,3.4722222222222224e-14,4.0
45,45,3.4722222222222224e-14,4.0
46,46,3.4722222222222224e-14,3.0
47,47,3.4722222222222224e-14,0.0
48,48,3.4722222222222224e-14,2.0
49,49,3.4722222222222224e-14,0.0
50,50,3.4722222222222224e-14,4.0
51,51,3.4722222222222224e-14,2.0
52,52,3.4722222222222224e-14,4.0
53,53,3.4722222222222224e-14,3.0
54,54,3.4722222222222224e-14,1.0
55,55,3.4722222222222224e-14,0.0
56,56,3.4722222222222224e-14,2.0
57,57,4.6296296296296295e-14,3.0
58,58,4.6296296296296295e-14,2.0
59,59,4.6296296296296295e-14,0.0
60,60,4.6296296296296295e-14,0.0
61,61,4.6296296296296295e-14,3.0
62,62,4.6296296296296295e-14,2.0
63,63,4.6296296296296295e-14,0.0
64,64,5.787037037037037e-14,3.0
65,65,5.787037037037037e-14,4.0
66,66,5.787037037037037e-14,2.0
67,67,5.787037037037037e-14,4.0
68,68,5.787037037037037e-14,2.0
69,69,5.787037037037037e-14,1.0
70,70,5.787037037037037e-14,0.0
71,71,5.787037037037037e-14,3.0
72,72,5.787037037037037e-14,2.0
73,73,5.787037037037037e-14,3.0
74,74,6.944444444444445e-14,4.0
75,75,6.944444444444445e-14,3.0
76,76,6.944444444444445e-14,2.0
77,77,6.944444444444445e-14,3.0
78,78,6.944444444444445e-14,4.0
79,79,6.944444444444445e-14,2.0
80,80,6.944444444444445e-14,3.0
81,81,6.944444444444445e-14,0.0
82,82,6.944444444444445e-14,1.0
83,83,6.944444444444445e-14,3.0
84,84,6.944444444444445e-14,2.0
85,85,6.944444444444445e-14,4.0
86,86,6.944444444444445e-14,4.0
87,87,6.944444444444445e-14,2.0
88,88,6.944444444444445e-14,0.0
89,89,6.944444444444445e-14,2.0
90,90,6.944444444444445e-14,3.0
91,91,6.944444444444445e-14,0.0
92,92,8.101851851851852e-14,4.0
93,93,8.101851851851852e-14,0.0
94,94,8.101851851851852e-14,4.0
95,95,8.101851851851852e-14,0.0
96,96,8.101851851851852e-14,4.0
97,97,8.101851851851852e-14,2.0
98,98,8.101851851851852e-14,4.0
99,99,8.101851851851852e-14,3.0
100,100,8.101851851851852e-14,4.0
101,101,8.101851851851852e-14,3.0
102,102,8.101851851851852e-14,3.0
103,103,8.101851851851852e-14,2.0
104,104,8.101851851851852e-14,0.0
105,105,8.101851851851852e-14,0.0
106,106,8.101851851851852e-14,3.0
107,107,8.101851851851852e-14,1.0
108,108,8.101851851851852e-14,3.0
109,109,8.101851851851852e-14,3.0
110,110,8.101851851851852e-14,3.0
111,111,8.101851851851852e-14,2.0
112,112,8.101851851851852e-14,2.0
113,113,8.101851851851852e-14,4.0
114,114,8.101851851851852e-14,4.0
115,115,8.101851851851852e-14,0.0
116,116,8.101851851851852e-14,3.0
117,117,8.101851851851852e-14,4.0
118,118,8.101851851851852e-14,4.0
119,119,8.101851851851852e-14,4.0
120,120,8.101851851851852e-14,1.0
121,121,8.101851851851852e-14,4.0
122,122,8.101851851851852e-14,3.0
123,123,8.101851851851852e-14,2.0
124,124,8.101851851851852e-14,2.0
125,125,8.101851851851852e-14,2.0
126,126,8.101851851851852e-14,0.0
127,127,8.101851851851852e-14,3.0
128,128,9.259259259259259e-14,2.0
129,129,9.259259259259259e-14,2.0
130,130,9.259259259259259e-14,2.0
131,131,9.259259259259259e-14,2.0
132,132,9.259259259259259e-14,3.0
133,133,9.259259259259259e-14,4.0
134,134,9.259259259259259e-14,4.0
135,135,9.259259259259259e-14,4.0
136,136,9.259259259259259e-14,0.0
137,137,9.259259259259259e-14,4.0
138,138,9.259259259259259e-14,3.0
139,139,9.259259259259259e-14,4.0
140,140,9.259259259259259e-14,3.0
141,141,9.259259259259259e-14,1.0
142,142,9.259259259259259e-14,0.0
143,143,9.259259259259259e-14,0.0
144,144,9.259259259259259e-14,4.0
145,145,9.259259259259259e-14,1.0
146,146,9.259259259259259e-14,1.0
147,147,9.259259259259259e-14,3.0
148,148,9.259259259259259e-14,2.0
149,149,9.259259259259259e-14,4.0
150,150,9.259259259259259e-14,3.0
151,151,1.0416666666666666e-13,0.0
152,152,1.0416666666666666e-13,0.0
153,153,1.0416666666666666e-13,0.0
154,154,1.0416666666666666e-13,3.0
155,155,1.0416666666666666e-13,4.0
156,156,1.0416666666666666e-13,1.0
157,157,1.0416666666666666e-13,0.0
158,158,1.0416666666666666e-13,3.0
159,159,1.0416666666666666e-13,4.0
160,160,1.0416666666666666e-13,2.0
161,161,1.0416666666666666e-13,2.0
162,162,1.0416666666666666e-13,4.0
163,163,1.0416666666666666e-13,0.0
164,164,1.0416666666666666e-13,1.0
165,165,1.0416666666666666e-13,2.0
166,166,1.0416666666666666e-13,4.0
167,167,1.0416666666666666e-13,2.0
168,168,1.0416666666666666e-13,3.0
169,169,1.0416666666666666e-13,0.0
170,170,1.0416666666666666e-13,3.0
171,171,1.0416666666666666e-13,3.0
172,172,1.0416666666666666e-13,4.0
173,173,1.1574074074074073e-13,0.0
174,174,1.1574074074074073e-13,2.0
175,175,1.1574074074074073e-13,0.0
176,176,1.1574074074074073e-13,0.0
177,177,1.1574074074074073e-13,3.0
178,178,1.2731481481481483e-13,1.0
179,179,1.2731481481481483e-13,3.0
180,180,1.2731481481481483e-13,2.0
181,181,1.2731481481481483e-13,2.0
182,182,1.2731481481481483e-13,4.0
183,183,1.2731481481481483e-13,0.0
184,184,1.388888888888889e-13,2.0
185,185,1.388888888888889e-13,3.0
186,186,1.388888888888889e-13,3.0
187,187,1.388888888888889e-13,4.0
188,188,1.388888888888889e-13,4.0
189,189,1.388888888888889e-13,3.0
190,190,1.388888888888889e-13,4.0
191,191,1.388888888888889e-13,2.0
192,192,1.5046296296296297e-13,4.0
193,193,1.5046296296296297e-13,2.0
194,194,1.5046296296296297e-13,1.0
195,195,1.5046296296296297e-13,2.0
196,196,1.5046296296296297e-13,0.0
197,197,1.5046296296296297e-13,4.0
198,198,1.5046296296296297e-13,0.0
199,199,1.5046296296296297e-13,4.0
200,200,1.5046296296296297e-13,2.0
201,201,1.5046296296296297e-13,2.0
202,202,1.5046296296296297e-13,0.0
203,203,1.5046296296296297e-13,2.0
204,204,1.5046296296296297e-13,3.0
205,205,1.5046296296296297e-13,3.0
206,206,1.5046296296296297e-13,3.0
207,207,1.6203703703703704e-13,2.0
208,208,1.6203703703703704e-13,3.0
209,209,1.6203703703703704e-13,3.0
210,210,1.6203703703703704e-13,3.0
211,211,1.736111111111111e-13,4.0
212,212,1.736111111111111e-13,0.0
213,213,1.736111111111111e-13,4.0
214,214,1.736111111111111e-13,0.0
215,215,1.736111111111111e-13,3.0
216,216,1.736111111111111e-13,3.0
217,217,1.736111111111111e-13,3.0
218,218,1.8518518518518518e-13,2.0
219,219,1.8518518518518518e-13,0.0
220,220,1.8518518518518518e-13,4.0
221,221,1.8518518518518518e-13,2.0
222,222,1.8518518518518518e-13,3.0
223,223,1.8518518518518518e-13,2.0
224,224,1.8518518518518518e-13,2.0
225,225,1.8518518518518518e-13,3.0
226,226,1.8518518518518518e-13,1.0
227,227,1.8518518518518518e-13,0.0
228,228,1.8518518518518518e-13,1.0
229,229,1.8518518518518518e-13,4.0
230,230,1.9675925925925925e-13,0.0
231,231,1.9675925925925925e-13,0.0
232,232,1.9675925925925925e-13,1.0
233,233,2.0833333333333332e-13,4.0
234,234,2.0833333333333332e-13,2.0
235,235,2.0833333333333332e-13,3.0
236,236,2.0833333333333332e-13,2.0
237,237,2.0833333333333332e-13,0.0
238,238,2.0833333333333332e-13,2.0
239,239,2.0833333333333332e-13,4.0
240,240,2.0833333333333332e-13,2.0
241,241,2.1990740740740742e-13,2.0
242,242,2.1990740740740742e-13,0.0
243,243,2.1990740740740742e-13,3.0
244,244,2.1990740740740742e-13,2.0
245,245,2.1990740740740742e-13,3.0
246,246,2.1990740740740742e-13,1.0
247,247,2.1990740740740742e-13,4.0
248,248,2.1990740740740742e-13,2.0
249,249,2.1990740740740742e-13,2.0
250,250,2.1990740740740742e-13,1.0
251,251,2.1990740740740742e-13,2.0
